Year,Month,Day,NAO_index
1948,9,29,-65.3
1948,9,30,-77.59
1948,10,1,-21.34
1948,10,2,-11.74
1948,10,3,-78.46
1948,10,4,-98.8
1948,10,5,-89.35
1948,10,6,-84.97
1948,10,7,-71.18
1948,10,8,-67.86
1948,10,9,-96.05
1948,10,10,-76.05
1948,10,11,14.54
1948,10,12,83.21
1948,10,13,95.28
1948,10,14,124.96
1948,10,15,155.97
1948,10,16,191.58
1948,10,17,178.74
1948,10,18,104.01
1948,10,19,78.28
1948,10,20,103
1948,10,21,96.63
1948,10,22,73.76
1948,10,23,9.6
1948,10,24,-20.87
1948,10,25,-24.86
1948,10,26,-10.52
1948,10,27,-42.97
1948,10,28,-39.31
1948,10,29,12.96
1948,10,30,54.77
1948,10,31,34.53
1948,11,1,-28.15
1948,11,2,-32.77
1948,11,3,12.88
1948,11,4,17.85
1948,11,5,-16.85
1948,11,6,-62.78
1948,11,7,-99.52
1948,11,8,-77.57
1948,11,9,-93.51
1948,11,10,-182.25
1948,11,11,-198.98
1948,11,12,-81.52
1948,11,13,2.4
1948,11,14,51.23
1948,11,15,87.66
1948,11,16,104.98
1948,11,17,99.26
1948,11,18,60.77
1948,11,19,53.79
1948,11,20,2.26
1948,11,21,-92.6
1948,11,22,-159.77
1948,11,23,-151.04
1948,11,24,-92.22
1948,11,25,-42.69
1948,11,26,-66.57
1948,11,27,-15.71
1948,11,28,-1.72
1948,11,29,-39.47
1948,11,30,-63.82
1948,12,1,-52.04
1948,12,2,66.8
1948,12,3,149.77
1948,12,4,136.14
1948,12,5,90.58
1948,12,6,74.5
1948,12,7,20.44
1948,12,8,-4.34
1948,12,9,3.27
1948,12,10,-40.88
1948,12,11,-77.64
1948,12,12,-58.39
1948,12,13,17.51
1948,12,14,54.03
1948,12,15,37.13
1948,12,16,9.86
1948,12,17,35.95
1948,12,18,25.88
1948,12,19,-85.58
1948,12,20,-179.76
1948,12,21,-206.48
1948,12,22,-213.29
1948,12,23,-237.32
1948,12,24,-236.34
1948,12,25,-170.5
1948,12,26,-73.95
1948,12,27,42.44
1948,12,28,191.45
1948,12,29,264.33
1948,12,30,269.37
1948,12,31,195.48
1949,1,1,0.65
1949,1,2,-21.21
1949,1,3,23.78
1949,1,4,31.46
1949,1,5,55.44
1949,1,6,29.89
1949,1,7,-39.83
1949,1,8,-132.51
1949,1,9,-81.03
1949,1,10,8.13
1949,1,11,26.26
1949,1,12,13.23
1949,1,13,29.22
1949,1,14,-16.88
1949,1,15,-8.38
1949,1,16,16.11
1949,1,17,141.65
1949,1,18,187.32
1949,1,19,185.17
1949,1,20,148.66
1949,1,21,102.97
1949,1,22,124.43
1949,1,23,201.83
1949,1,24,148.68
1949,1,25,202.54
1949,1,26,196.55
1949,1,27,124.15
1949,1,28,28.65
1949,1,29,-37.62
1949,1,30,-83.3
1949,1,31,-123.07
1949,2,1,-139.24
1949,2,2,-100.22
1949,2,3,-164.91
1949,2,4,-208.29
1949,2,5,-149.49
1949,2,6,-21.5
1949,2,7,86.05
1949,2,8,159.5
1949,2,9,150.15
1949,2,10,124.28
1949,2,11,106.58
1949,2,12,84.75
1949,2,13,167.66
1949,2,14,268.89
1949,2,15,253.8
1949,2,16,219.25
1949,2,17,174.59
1949,2,18,132.11
1949,2,19,207.1
1949,2,20,298.64
1949,2,21,333.51
1949,2,22,322.01
1949,2,23,246.7
1949,2,24,166.99
1949,2,25,135.75
1949,2,26,84.04
1949,2,27,-35.38
1949,2,28,-95.34
1949,3,1,-101.95
1949,3,2,-91.48
1949,3,3,-59.41
1949,3,4,32.05
1949,3,5,48.65
1949,3,6,-8.85
1949,3,7,-62.85
1949,3,8,-105.43
1949,3,9,-92.87
1949,3,10,-48.07
1949,3,11,24.98
1949,3,12,67.67
1949,3,13,87.42
1949,3,14,57.55
1949,3,15,-11.4
1949,3,16,-72.21
1949,3,17,-106.39
1949,3,18,-58.76
1949,3,19,8.15
1949,3,20,85.93
1949,3,21,118.13
1949,3,22,82.85
1949,3,23,12.67
1949,3,24,-62.86
1949,3,25,-107.15
1949,3,26,-151.07
1949,3,27,-176.6
1949,3,28,-179.16
1949,3,29,-167.34
1949,3,30,-213.49
1949,3,31,-266.07
1949,4,1,-227.31
1949,4,2,-111.04
1949,4,3,-16.26
1949,4,4,76.08
1949,4,5,105.11
1949,4,6,88.85
1949,4,7,57.27
1949,4,8,7.94
1949,4,9,-13.55
1949,4,10,14.56
1949,4,11,51.55
1949,4,12,69.88
1949,4,13,111.07
1949,4,14,136.35
1949,4,15,166.36
1949,4,16,171.11
1949,4,17,149.68
1949,4,18,222.78
1949,4,19,290.3
1949,4,20,264.42
1949,4,21,240.56
1949,4,22,240.91
1949,4,23,235.75
1949,4,24,174.64
1949,4,25,129.62
1949,4,26,168.97
1949,4,27,192.01
1949,4,28,164.74
1949,4,29,143.13
1949,4,30,116.33
1949,5,1,90.46
1949,5,2,38.83
1949,5,3,15.39
1949,5,4,32.45
1949,5,5,84.42
1949,5,6,86.32
1949,5,7,36.83
1949,5,8,3.96
1949,5,9,28.04
1949,5,10,62.08
1949,5,11,104.55
1949,5,12,146.86
1949,5,13,140.84
1949,5,14,137.4
1949,5,15,131.77
1949,5,16,126.08
1949,5,17,114.74
1949,5,18,63.59
1949,5,19,-11.01
1949,5,20,-30.34
1949,5,21,-49.2
1949,5,22,-42.74
1949,5,23,-43.38
1949,5,24,-24.8
1949,5,25,3.85
1949,5,26,19.66
1949,5,27,19.59
1949,5,28,-30.35
1949,5,29,-35.91
1949,5,30,-7.99
1949,5,31,-21.47
1949,6,1,-13.61
1949,6,2,17.26
1949,6,3,39.93
1949,6,4,60.97
1949,6,5,53.02
1949,6,6,38.35
1949,6,7,48.12
1949,6,8,47.12
1949,6,9,33.02
1949,6,10,52.58
1949,6,11,61.54
1949,6,12,70.61
1949,6,13,49.88
1949,6,14,37.72
1949,6,15,15.47
1949,6,16,-55.03
1949,6,17,-109.23
1949,6,18,-108.33
1949,6,19,-98.42
1949,6,20,-87
1949,6,21,-86.08
1949,6,22,-83.24
1949,6,23,-44.94
1949,6,24,-32.52
1949,6,25,-14.15
1949,6,26,0.85
1949,6,27,9.49
1949,6,28,21.87
1949,6,29,60.78
1949,6,30,97.24
1949,7,1,55.62
1949,7,2,58.04
1949,7,3,54.43
1949,7,4,53.49
1949,7,5,26.64
1949,7,6,-38.54
1949,7,7,-85.47
1949,7,8,-91.29
1949,7,9,-46.31
1949,7,10,-42.04
1949,7,11,-96.54
1949,7,12,-106.49
1949,7,13,-139.15
1949,7,14,-149.61
1949,7,15,-144.82
1949,7,16,-121.15
1949,7,17,-96.1
1949,7,18,-46.45
1949,7,19,-2.32
1949,7,20,30.22
1949,7,21,35.18
1949,7,22,30.22
1949,7,23,7.37
1949,7,24,-37.51
1949,7,25,-55.2
1949,7,26,-51.08
1949,7,27,-26.45
1949,7,28,-27.44
1949,7,29,-22.53
1949,7,30,6.45
1949,7,31,34.45
1949,8,1,35.79
1949,8,2,16.23
1949,8,3,-2.06
1949,8,4,-0.96
1949,8,5,15.22
1949,8,6,44.85
1949,8,7,66.62
1949,8,8,69.21
1949,8,9,50.95
1949,8,10,34.93
1949,8,11,52.14
1949,8,12,65.53
1949,8,13,49.89
1949,8,14,-2.53
1949,8,15,-45.59
1949,8,16,-81.29
1949,8,17,-85.02
1949,8,18,-82.93
1949,8,19,-60.73
1949,8,20,-68.91
1949,8,21,-51.32
1949,8,22,-18.02
1949,8,23,29.68
1949,8,24,29.33
1949,8,25,40.43
1949,8,26,20.91
1949,8,27,23.63
1949,8,28,41.12
1949,8,29,61.61
1949,8,30,24.67
1949,8,31,-11.7
1949,9,1,-41.7
1949,9,2,-81.69
1949,9,3,-72.46
1949,9,4,-57.04
1949,9,5,-33.94
1949,9,6,12.7
1949,9,7,40.9
1949,9,8,29.52
1949,9,9,-6.73
1949,9,10,-47.53
1949,9,11,-74.46
1949,9,12,-103.32
1949,9,13,-199.1
1949,9,14,-239.17
1949,9,15,-170.09
1949,9,16,-79.52
1949,9,17,-27.44
1949,9,18,-23.11
1949,9,19,-62.93
1949,9,20,-75.73
1949,9,21,-87.14
1949,9,22,-69.25
1949,9,23,-26.65
1949,9,24,-10.08
1949,9,25,9.57
1949,9,26,42.85
1949,9,27,34.81
1949,9,28,20.24
1949,9,29,16.85
1949,9,30,34.04
1949,10,1,70.95
1949,10,2,68.05
1949,10,3,-32.58
1949,10,4,-76.92
1949,10,5,-103.94
1949,10,6,-140.94
1949,10,7,-169.56
1949,10,8,-183.95
1949,10,9,-118.46
1949,10,10,-50.74
1949,10,11,-29.86
1949,10,12,33.89
1949,10,13,100.11
1949,10,14,144.55
1949,10,15,181.29
1949,10,16,178.75
1949,10,17,164.1
1949,10,18,176.94
1949,10,19,181.21
1949,10,20,145
1949,10,21,104.41
1949,10,22,48.52
1949,10,23,11.89
1949,10,24,-22.51
1949,10,25,-10.46
1949,10,26,5.46
1949,10,27,13.04
1949,10,28,40.21
1949,10,29,76.67
1949,10,30,84.03
1949,10,31,51.3
1949,11,1,54.87
1949,11,2,140.05
1949,11,3,176.8
1949,11,4,186.91
1949,11,5,174.49
1949,11,6,144.73
1949,11,7,94.54
1949,11,8,74.76
1949,11,9,68.49
1949,11,10,4.98
1949,11,11,2.07
1949,11,12,-14.12
1949,11,13,-64.36
1949,11,14,-72.12
1949,11,15,22.32
1949,11,16,80.43
1949,11,17,73.21
1949,11,18,39.38
1949,11,19,47.2
1949,11,20,91.59
1949,11,21,101.68
1949,11,22,64.73
1949,11,23,-19.9
1949,11,24,-18.69
1949,11,25,-22.44
1949,11,26,-87.27
1949,11,27,-141.77
1949,11,28,-150.9
1949,11,29,-23.68
1949,11,30,32.6
1949,12,1,15.08
1949,12,2,55.99
1949,12,3,98.1
1949,12,4,106.82
1949,12,5,48.12
1949,12,6,-29.95
1949,12,7,-112.53
1949,12,8,-113.85
1949,12,9,-73.98
1949,12,10,-39.28
1949,12,11,8.18
1949,12,12,80.17
1949,12,13,155.47
1949,12,14,180.55
1949,12,15,207.74
1949,12,16,256
1949,12,17,228.2
1949,12,18,199.75
1949,12,19,172.74
1949,12,20,109.04
1949,12,21,64.94
1949,12,22,38.74
1949,12,23,37.71
1949,12,24,60.26
1949,12,25,131.87
1949,12,26,82.14
1949,12,27,21.43
1949,12,28,-33.26
1949,12,29,-94.66
1949,12,30,-149.75
1949,12,31,-176.3
1950,1,1,-155.05
1950,1,2,-120.28
1950,1,3,-71.32
1950,1,4,-43.82
1950,1,5,53.25
1950,1,6,48.32
1950,1,7,-54.43
1950,1,8,-102.62
1950,1,9,-94.29
1950,1,10,-73.82
1950,1,11,-15.43
1950,1,12,-30.82
1950,1,13,-57.2
1950,1,14,-17.4
1950,1,15,14.41
1950,1,16,-73.93
1950,1,17,-101.33
1950,1,18,-77.39
1950,1,19,-30.17
1950,1,20,49.66
1950,1,21,94.31
1950,1,22,130.06
1950,1,23,166.49
1950,1,24,149.79
1950,1,25,84.3
1950,1,26,81.16
1950,1,27,153.06
1950,1,28,138.34
1950,1,29,128.67
1950,1,30,128.39
1950,1,31,168.9
1950,2,1,167.97
1950,2,2,127.48
1950,2,3,92.01
1950,2,4,95.69
1950,2,5,98.77
1950,2,6,98.86
1950,2,7,100.31
1950,2,8,67.14
1950,2,9,33.36
1950,2,10,33.86
1950,2,11,11.66
1950,2,12,0.16
1950,2,13,-8.48
1950,2,14,-3.05
1950,2,15,-18.01
1950,2,16,-17.06
1950,2,17,13.43
1950,2,18,82.32
1950,2,19,102.96
1950,2,20,77.15
1950,2,21,25.63
1950,2,22,-34.89
1950,2,23,-40.43
1950,2,24,-13.06
1950,2,25,-16.85
1950,2,26,2.84
1950,2,27,33.97
1950,2,28,36.52
1950,3,1,101.54
1950,3,2,135.88
1950,3,3,147.63
1950,3,4,126.64
1950,3,5,58.06
1950,3,6,-56.89
1950,3,7,-142.99
1950,3,8,-160.33
1950,3,9,-246.73
1950,3,10,-338.79
1950,3,11,-320.3
1950,3,12,-250.46
1950,3,13,-185.45
1950,3,14,-144.86
1950,3,15,-88.97
1950,3,16,-34.66
1950,3,17,49.35
1950,3,18,90.66
1950,3,19,63.67
1950,3,20,3.6
1950,3,21,-24.17
1950,3,22,-27.74
1950,3,23,10.95
1950,3,24,9.04
1950,3,25,-30.56
1950,3,26,-75.87
1950,3,27,-146.61
1950,3,28,-172.9
1950,3,29,-150.49
1950,3,30,-45.81
1950,3,31,38.47
1950,4,1,101.65
1950,4,2,94.18
1950,4,3,136.28
1950,4,4,185.19
1950,4,5,186.07
1950,4,6,153.66
1950,4,7,174.53
1950,4,8,210.52
1950,4,9,136.53
1950,4,10,40.58
1950,4,11,-29.71
1950,4,12,-92.96
1950,4,13,-90.03
1950,4,14,-35.63
1950,4,15,22.71
1950,4,16,49.83
1950,4,17,86.55
1950,4,18,92.31
1950,4,19,98.16
1950,4,20,96.91
1950,4,21,-0.7
1950,4,22,-95.34
1950,4,23,-136.66
1950,4,24,-163.06
1950,4,25,-133.37
1950,4,26,-130.55
1950,4,27,-79.14
1950,4,28,-10.2
1950,4,29,21.19
1950,4,30,46.75
1950,5,1,65.88
1950,5,2,54.47
1950,5,3,58.75
1950,5,4,52.81
1950,5,5,30.18
1950,5,6,15.86
1950,5,7,6.84
1950,5,8,-28.63
1950,5,9,-51.22
1950,5,10,-24.03
1950,5,11,15.32
1950,5,12,-10.21
1950,5,13,-44.19
1950,5,14,-89.72
1950,5,15,-162.62
1950,5,16,-189.59
1950,5,17,-165.06
1950,5,18,-134.7
1950,5,19,-124.11
1950,5,20,-119.5
1950,5,21,-128.28
1950,5,22,-124.87
1950,5,23,-113.8
1950,5,24,-120.42
1950,5,25,-129.07
1950,5,26,-96.43
1950,5,27,-37.51
1950,5,28,18.06
1950,5,29,34.39
1950,5,30,7.71
1950,5,31,-9.99
1950,6,1,-30.97
1950,6,2,-16.1
1950,6,3,-0.55
1950,6,4,14.18
1950,6,5,34.4
1950,6,6,51.69
1950,6,7,60.32
1950,6,8,67.46
1950,6,9,90.84
1950,6,10,85.08
1950,6,11,33.49
1950,6,12,-25.61
1950,6,13,-47.92
1950,6,14,-56.52
1950,6,15,-19.42
1950,6,16,33.77
1950,6,17,25.28
1950,6,18,-34.53
1950,6,19,-35.31
1950,6,20,3.22
1950,6,21,9.5
1950,6,22,-39.48
1950,6,23,-93.98
1950,6,24,-86.1
1950,6,25,-31.49
1950,6,26,18.04
1950,6,27,60.2
1950,6,28,73.98
1950,6,29,72.1
1950,6,30,70.46
1950,7,1,58.92
1950,7,2,26.27
1950,7,3,1.63
1950,7,4,5.54
1950,7,5,16.6
1950,7,6,3.9
1950,7,7,-27.13
1950,7,8,-38.52
1950,7,9,-23.9
1950,7,10,26.4
1950,7,11,52.21
1950,7,12,73.13
1950,7,13,82.51
1950,7,14,64.43
1950,7,15,33.97
1950,7,16,1.7
1950,7,17,-55.18
1950,7,18,-81.64
1950,7,19,-59.21
1950,7,20,-17.16
1950,7,21,0.19
1950,7,22,24.35
1950,7,23,40.9
1950,7,24,32.83
1950,7,25,10.34
1950,7,26,-7.53
1950,7,27,-21.66
1950,7,28,-42.89
1950,7,29,-37.21
1950,7,30,-25.69
1950,7,31,-22.78
1950,8,1,0.2
1950,8,2,16.59
1950,8,3,30.21
1950,8,4,43.68
1950,8,5,24.28
1950,8,6,36.74
1950,8,7,61.58
1950,8,8,57.25
1950,8,9,56.89
1950,8,10,91.51
1950,8,11,103.64
1950,8,12,100.98
1950,8,13,88.79
1950,8,14,81.29
1950,8,15,50.38
1950,8,16,12.82
1950,8,17,-24.59
1950,8,18,-50.33
1950,8,19,-65.12
1950,8,20,-63.61
1950,8,21,-84.93
1950,8,22,-89.94
1950,8,23,-62.63
1950,8,24,-22.97
1950,8,25,-10.04
1950,8,26,-4.75
1950,8,27,11.59
1950,8,28,19.66
1950,8,29,33.32
1950,8,30,63.38
1950,8,31,90.17
1950,9,1,102.3
1950,9,2,115.21
1950,9,3,129.86
1950,9,4,133.76
1950,9,5,138.96
1950,9,6,173.23
1950,9,7,180.9
1950,9,8,133.83
1950,9,9,102.76
1950,9,10,110.99
1950,9,11,129.77
1950,9,12,128.31
1950,9,13,111.72
1950,9,14,110.76
1950,9,15,102.75
1950,9,16,101.15
1950,9,17,88.11
1950,9,18,93.95
1950,9,19,137.75
1950,9,20,112.84
1950,9,21,84.57
1950,9,22,49.46
1950,9,23,-0.81
1950,9,24,-40.74
1950,9,25,-49.43
1950,9,26,9.41
1950,9,27,90.44
1950,9,28,100.46
1950,9,29,41.19
1950,9,30,18.4
1950,10,1,50.58
1950,10,2,67.82
1950,10,3,117.34
1950,10,4,122.74
1950,10,5,138.69
1950,10,6,165.28
1950,10,7,215.1
1950,10,8,215.81
1950,10,9,184.72
1950,10,10,74.76
1950,10,11,-18.87
1950,10,12,-24.43
1950,10,13,13.4
1950,10,14,33.68
1950,10,15,67.76
1950,10,16,134.15
1950,10,17,129.52
1950,10,18,82.97
1950,10,19,16.86
1950,10,20,-13.18
1950,10,21,-19.32
1950,10,22,-36.17
1950,10,23,-19
1950,10,24,4.27
1950,10,25,33.14
1950,10,26,-11.42
1950,10,27,-54.75
1950,10,28,-21.91
1950,10,29,-9.08
1950,10,30,-22.73
1950,10,31,-76.56
1950,11,1,-120.32
1950,11,2,-132.04
1950,11,3,-137.71
1950,11,4,-102.28
1950,11,5,-64.65
1950,11,6,-48.43
1950,11,7,76.85
1950,11,8,138.51
1950,11,9,95.6
1950,11,10,78.61
1950,11,11,127.15
1950,11,12,190.27
1950,11,13,193
1950,11,14,151
1950,11,15,120.21
1950,11,16,106.52
1950,11,17,84.21
1950,11,18,48.34
1950,11,19,-11.44
1950,11,20,-39.37
1950,11,21,-94.34
1950,11,22,-210.9
1950,11,23,-265.21
1950,11,24,-241.83
1950,11,25,-205.44
1950,11,26,-210.04
1950,11,27,-196.41
1950,11,28,-141.47
1950,11,29,-47.84
1950,11,30,-89.02
1950,12,1,-162.68
1950,12,2,-189.26
1950,12,3,-208.32
1950,12,4,-190.01
1950,12,5,-179.43
1950,12,6,-114.79
1950,12,7,-21.99
1950,12,8,-44.34
1950,12,9,-58.81
1950,12,10,-35.52
1950,12,11,-29.54
1950,12,12,-52.87
1950,12,13,-42.96
1950,12,14,-46.14
1950,12,15,-78.09
1950,12,16,-59.99
1950,12,17,-12.74
1950,12,18,38.25
1950,12,19,58.27
1950,12,20,73.54
1950,12,21,70.43
1950,12,22,-21.86
1950,12,23,-87.1
1950,12,24,-139.23
1950,12,25,-208.6
1950,12,26,-250.98
1950,12,27,-211.09
1950,12,28,-152.83
1950,12,29,-71.84
1950,12,30,-28.72
1950,12,31,-30.18
1951,1,1,-64.7
1951,1,2,-24.69
1951,1,3,45.55
1951,1,4,47.22
1951,1,5,16.14
1951,1,6,25.77
1951,1,7,50.01
1951,1,8,36.43
1951,1,9,37.59
1951,1,10,115.19
1951,1,11,115.56
1951,1,12,41.72
1951,1,13,-33.57
1951,1,14,-108.45
1951,1,15,-152.83
1951,1,16,-110.77
1951,1,17,20.26
1951,1,18,-30.18
1951,1,19,-84.77
1951,1,20,-62.95
1951,1,21,12.62
1951,1,22,50.79
1951,1,23,108.88
1951,1,24,175.89
1951,1,25,195.25
1951,1,26,210.6
1951,1,27,149.78
1951,1,28,148.21
1951,1,29,211.48
1951,1,30,233.64
1951,1,31,244.33
1951,2,1,233.93
1951,2,2,237.73
1951,2,3,250.67
1951,2,4,280.42
1951,2,5,202.77
1951,2,6,169.17
1951,2,7,134.73
1951,2,8,26.46
1951,2,9,-110.02
1951,2,10,-110.16
1951,2,11,-64.13
1951,2,12,-28.39
1951,2,13,9.94
1951,2,14,81.7
1951,2,15,102.63
1951,2,16,97.36
1951,2,17,121.14
1951,2,18,128.73
1951,2,19,60.44
1951,2,20,6.51
1951,2,21,-22.4
1951,2,22,-34.36
1951,2,23,-77.49
1951,2,24,-132.01
1951,2,25,-83.34
1951,2,26,-25.31
1951,2,27,27.03
1951,2,28,29.36
1951,3,1,10.7
1951,3,2,-32.23
1951,3,3,-72.4
1951,3,4,-87.95
1951,3,5,-76.7
1951,3,6,-129.21
1951,3,7,-248.83
1951,3,8,-343.5
1951,3,9,-439.17
1951,3,10,-493.63
1951,3,11,-435.46
1951,3,12,-288.52
1951,3,13,-144.01
1951,3,14,-72.14
1951,3,15,-66.75
1951,3,16,-84.39
1951,3,17,-76.76
1951,3,18,-64.96
1951,3,19,-69.09
1951,3,20,-60.5
1951,3,21,-45.81
1951,3,22,-42.96
1951,3,23,-14.5
1951,3,24,-18.14
1951,3,25,-37.14
1951,3,26,-87.95
1951,3,27,-175.27
1951,3,28,-234.43
1951,3,29,-236.2
1951,3,30,-165.44
1951,3,31,-103.13
1951,4,1,-76.24
1951,4,2,-32.6
1951,4,3,15.58
1951,4,4,17.22
1951,4,5,7.38
1951,4,6,-19.78
1951,4,7,-34.12
1951,4,8,-37.86
1951,4,9,-76.66
1951,4,10,-109.92
1951,4,11,-98.54
1951,4,12,-83.44
1951,4,13,-70.26
1951,4,14,-45.56
1951,4,15,-36
1951,4,16,-40.85
1951,4,17,-38.13
1951,4,18,4.51
1951,4,19,44.61
1951,4,20,56.66
1951,4,21,66.53
1951,4,22,85.34
1951,4,23,95.95
1951,4,24,34.45
1951,4,25,-21.41
1951,4,26,-80.88
1951,4,27,-82.16
1951,4,28,-83.84
1951,4,29,-70.9
1951,4,30,-109.03
1951,5,1,-201.04
1951,5,2,-297.71
1951,5,3,-260.59
1951,5,4,-208.99
1951,5,5,-146.81
1951,5,6,-70.51
1951,5,7,-46.19
1951,5,8,-42.44
1951,5,9,-44.91
1951,5,10,-9.94
1951,5,11,13.15
1951,5,12,6.01
1951,5,13,-9.24
1951,5,14,33.18
1951,5,15,92.02
1951,5,16,133.83
1951,5,17,131.66
1951,5,18,100.66
1951,5,19,67.92
1951,5,20,1.68
1951,5,21,-63.54
1951,5,22,-121.69
1951,5,23,-128.1
1951,5,24,-99.9
1951,5,25,-55.36
1951,5,26,-59.73
1951,5,27,-76.15
